date,item_id,name,unit_price,waste,sales_qntty,category,store_name,prediction
2020-10-27,128,Laugenstangen,1.0,0.0,50.0,Gemischte Brötchen,one,46.745758056599996
2020-10-28,128,Laugenstangen,1.0,0.0,55.0,Gemischte Brötchen,one,50.544658660900005
2020-10-29,128,Laugenstangen,1.0,0.0,44.0,Gemischte Brötchen,one,50.6604309082
2020-10-30,128,Laugenstangen,1.0,0.0,38.0,Gemischte Brötchen,one,53.25664901729999
2020-10-31,102,Schnittbrötchen,0.36,0.0,684.0,Ebbis und Schnittbrötchen,one,743.8490600586
2020-11-02,102,Schnittbrötchen,0.36,116.0,291.0,Ebbis und Schnittbrötchen,one,361.9769287109
2020-11-03,102,Schnittbrötchen,0.36,72.0,328.0,Ebbis und Schnittbrötchen,one,324.2924194336
2020-10-31,121,Mehrkornbrötchen,0.7,0.0,195.0,Gemischte Brötchen,one,177.0188293457
2020-11-02,121,Mehrkornbrötchen,0.7,0.0,73.0,Gemischte Brötchen,one,76.2882003784
2020-11-03,121,Mehrkornbrötchen,0.7,0.0,96.0,Gemischte Brötchen,one,75.1370697021
2020-10-31,101,Ebbi,0.4,18.0,578.0,Ebbis und Schnittbrötchen,one,578.2863769531
2020-11-02,101,Ebbi,0.4,14.0,337.0,Ebbis und Schnittbrötchen,one,313.7809448242
2020-11-03,101,Ebbi,0.4,88.0,266.0,Ebbis und Schnittbrötchen,one,269.7651977539
2020-10-31,268,Der Ebbing - MK Brot,3.4,0.0,20.0,Brote,one,28.0006752014
2020-11-02,268,Der Ebbing - MK Brot,3.4,0.0,34.0,Brote,one,31.525121688800002
2020-11-03,268,Der Ebbing - MK Brot,3.4,0.0,26.0,Brote,one,27.6140460968
2020-10-31,128,Laugenstangen,1.0,4.0,57.0,Gemischte Brötchen,one,67.3887176514
2020-11-02,128,Laugenstangen,1.0,0.0,47.0,Gemischte Brötchen,one,52.5715408325
2020-11-03,128,Laugenstangen,1.0,9.0,48.0,Gemischte Brötchen,one,49.3484954834
2020-11-04,102,Schnittbrötchen,0.36,65.0,327.0,Ebbis und Schnittbrötchen,one,353.4424133301
2020-11-05,102,Schnittbrötchen,0.36,1.0,358.0,Ebbis und Schnittbrötchen,one,369.7604980469
2020-11-06,102,Schnittbrötchen,0.36,0.0,442.0,Ebbis und Schnittbrötchen,one,463.100982666
2020-11-07,102,Schnittbrötchen,0.36,10.0,653.0,Ebbis und Schnittbrötchen,one,691.0728149414
2020-11-04,121,Mehrkornbrötchen,0.7,0.0,93.0,Gemischte Brötchen,one,88.8165359497
2020-11-05,121,Mehrkornbrötchen,0.7,0.0,95.0,Gemischte Brötchen,one,92.1466827393
2020-11-06,121,Mehrkornbrötchen,0.7,0.0,128.0,Gemischte Brötchen,one,112.1047592163
2020-11-07,121,Mehrkornbrötchen,0.7,0.0,161.0,Gemischte Brötchen,one,169.03074646
2020-11-04,101,Ebbi,0.4,47.0,296.0,Ebbis und Schnittbrötchen,one,328.8997802734
2020-11-05,101,Ebbi,0.4,112.0,261.0,Ebbis und Schnittbrötchen,one,333.68359375
2020-11-06,101,Ebbi,0.4,0.0,360.0,Ebbis und Schnittbrötchen,one,419.7610168457
2020-11-07,101,Ebbi,0.4,7.0,628.0,Ebbis und Schnittbrötchen,one,562.6275634766
2020-11-04,268,Der Ebbing - MK Brot,3.4,0.0,28.0,Brote,one,30.274494171100002
2020-11-05,268,Der Ebbing - MK Brot,3.4,0.0,32.0,Brote,one,26.3114871979
2020-11-06,268,Der Ebbing - MK Brot,3.4,0.0,36.0,Brote,one,28.299516677899998
2020-11-07,268,Der Ebbing - MK Brot,3.4,0.0,24.0,Brote,one,28.1128482819
2020-11-04,128,Laugenstangen,1.0,0.0,49.0,Gemischte Brötchen,one,51.6130065918
2020-11-05,128,Laugenstangen,1.0,10.0,55.0,Gemischte Brötchen,one,51.9022331238
2020-11-06,128,Laugenstangen,1.0,2.0,54.0,Gemischte Brötchen,one,51.7782554626
2020-11-07,128,Laugenstangen,1.0,0.0,75.0,Gemischte Brötchen,one,63.912658691400004
2020-11-09,102,Schnittbrötchen,0.36,82.0,278.0,Ebbis und Schnittbrötchen,one,318.8354492188
2020-11-10,102,Schnittbrötchen,0.36,15.0,339.0,Ebbis und Schnittbrötchen,one,308.8521728516
2020-11-11,102,Schnittbrötchen,0.36,0.0,362.0,Ebbis und Schnittbrötchen,one,380.0866394043
2020-11-09,121,Mehrkornbrötchen,0.7,9.0,93.0,Gemischte Brötchen,one,83.5506057739
2020-11-10,121,Mehrkornbrötchen,0.7,0.0,89.0,Gemischte Brötchen,one,79.1795883179
2020-11-11,121,Mehrkornbrötchen,0.7,0.0,73.0,Gemischte Brötchen,one,92.36742401120001
2020-11-09,101,Ebbi,0.4,105.0,258.0,Ebbis und Schnittbrötchen,one,299.7449035645
2020-11-10,101,Ebbi,0.4,3.0,258.0,Ebbis und Schnittbrötchen,one,267.9033203125
2020-11-11,101,Ebbi,0.4,3.0,340.0,Ebbis und Schnittbrötchen,one,333.5933227539
2020-11-09,268,Der Ebbing - MK Brot,3.4,0.0,36.0,Brote,one,31.957851409899998
2020-11-10,268,Der Ebbing - MK Brot,3.4,0.5,28.0,Brote,one,26.6552200317
2020-11-11,268,Der Ebbing - MK Brot,3.4,0.0,24.0,Brote,one,27.4100875854
2020-11-09,128,Laugenstangen,1.0,0.0,51.0,Gemischte Brötchen,one,50.636390686000006
2020-11-10,128,Laugenstangen,1.0,5.0,36.0,Gemischte Brötchen,one,46.884506225600006
2020-11-11,128,Laugenstangen,1.0,0.0,53.0,Gemischte Brötchen,one,50.8302726746
2020-11-12,102,Schnittbrötchen,0.36,0.0,315.0,Ebbis und Schnittbrötchen,one,334.7268676758
2020-11-13,102,Schnittbrötchen,0.36,149.0,408.0,Ebbis und Schnittbrötchen,one,423.9801635742
2020-11-14,102,Schnittbrötchen,0.36,226.0,676.0,Ebbis und Schnittbrötchen,one,650.4298706055
2020-11-12,121,Mehrkornbrötchen,0.7,33.0,59.0,Gemischte Brötchen,one,80.6977386475
2020-11-13,121,Mehrkornbrötchen,0.7,21.0,83.0,Gemischte Brötchen,one,111.7715301514
2020-11-14,121,Mehrkornbrötchen,0.7,49.0,126.0,Gemischte Brötchen,one,164.02908325200002
2020-11-12,101,Ebbi,0.4,24.0,236.0,Ebbis und Schnittbrötchen,one,270.1747131348
2020-11-13,101,Ebbi,0.4,67.0,378.0,Ebbis und Schnittbrötchen,one,389.2302246094
2020-11-14,101,Ebbi,0.4,45.0,571.0,Ebbis und Schnittbrötchen,one,580.106262207
2020-11-12,268,Der Ebbing - MK Brot,3.4,6.5,25.5,Brote,one,26.1389541626
2020-11-13,268,Der Ebbing - MK Brot,3.4,0.5,35.5,Brote,one,30.4019031525
2020-11-14,268,Der Ebbing - MK Brot,3.4,0.0,31.0,Brote,one,27.977458953899998
2020-11-12,128,Laugenstangen,1.0,0.0,57.0,Gemischte Brötchen,one,46.9217376709
2020-11-13,128,Laugenstangen,1.0,10.0,51.0,Gemischte Brötchen,one,52.4592781067
2020-11-14,128,Laugenstangen,1.0,7.0,77.0,Gemischte Brötchen,one,65.9550094604
2020-11-16,102,Schnittbrötchen,0.36,0.0,324.0,Ebbis und Schnittbrötchen,one,347.7837524414
2020-11-17,102,Schnittbrötchen,0.36,0.0,326.0,Ebbis und Schnittbrötchen,one,317.4501037598
2020-11-18,102,Schnittbrötchen,0.36,60.0,367.0,Ebbis und Schnittbrötchen,one,361.0042724609
2020-11-19,102,Schnittbrötchen,0.36,0.0,348.0,Ebbis und Schnittbrötchen,one,362.46505737300004
2020-11-16,121,Mehrkornbrötchen,0.7,0.0,73.0,Gemischte Brötchen,one,85.4064025879
2020-11-17,121,Mehrkornbrötchen,0.7,0.0,66.0,Gemischte Brötchen,one,72.78652954100001
2020-11-18,121,Mehrkornbrötchen,0.7,4.0,71.0,Gemischte Brötchen,one,79.7721710205
2020-11-19,121,Mehrkornbrötchen,0.7,0.0,85.0,Gemischte Brötchen,one,79.25272369380001
2020-11-16,101,Ebbi,0.4,1.0,332.0,Ebbis und Schnittbrötchen,one,321.3260498047
2020-11-17,101,Ebbi,0.4,0.0,236.0,Ebbis und Schnittbrötchen,one,281.5532836914
2020-11-18,101,Ebbi,0.4,70.0,312.0,Ebbis und Schnittbrötchen,one,330.1710205078
2020-11-19,101,Ebbi,0.4,0.0,283.0,Ebbis und Schnittbrötchen,one,320.4016723633
2020-11-16,268,Der Ebbing - MK Brot,3.4,0.0,36.0,Brote,one,32.1448402405
2020-11-17,268,Der Ebbing - MK Brot,3.4,5.0,23.0,Brote,one,27.0285167694
2020-11-18,268,Der Ebbing - MK Brot,3.4,0.0,27.0,Brote,one,29.5073032379
2020-11-19,268,Der Ebbing - MK Brot,3.4,0.0,28.0,Brote,one,26.9383716583
2020-11-16,128,Laugenstangen,1.0,0.0,50.0,Gemischte Brötchen,one,53.1752471924
2020-11-17,128,Laugenstangen,1.0,1.0,38.0,Gemischte Brötchen,one,48.2245635986
2020-11-18,128,Laugenstangen,1.0,0.0,52.0,Gemischte Brötchen,one,52.928096771199996
2020-11-19,128,Laugenstangen,1.0,1.0,36.0,Gemischte Brötchen,one,55.142944335900005
2020-11-20,102,Schnittbrötchen,0.36,0.0,413.0,Ebbis und Schnittbrötchen,one,470.5313415527
2020-11-21,102,Schnittbrötchen,0.36,0.0,602.0,Ebbis und Schnittbrötchen,one,682.3333129883
2020-11-23,102,Schnittbrötchen,0.36,64.0,345.0,Ebbis und Schnittbrötchen,one,357.5978393555
2020-11-20,121,Mehrkornbrötchen,0.7,0.0,104.0,Gemischte Brötchen,one,97.24445343020001
2020-11-21,121,Mehrkornbrötchen,0.7,0.0,155.0,Gemischte Brötchen,one,145.74826049799998
2020-11-23,121,Mehrkornbrötchen,0.7,0.0,69.0,Gemischte Brötchen,one,79.13093566890001
2020-11-20,101,Ebbi,0.4,0.0,430.0,Ebbis und Schnittbrötchen,one,414.2444152832
2020-11-21,101,Ebbi,0.4,13.0,580.0,Ebbis und Schnittbrötchen,one,590.5368041992
2020-11-23,101,Ebbi,0.4,49.0,314.0,Ebbis und Schnittbrötchen,one,300.2728881836
2020-11-20,268,Der Ebbing - MK Brot,3.4,0.0,28.0,Brote,one,32.7205810547
2020-11-21,268,Der Ebbing - MK Brot,3.4,0.0,34.0,Brote,one,32.2860145569
2020-11-23,268,Der Ebbing - MK Brot,3.4,12.5,28.0,Brote,one,33.6521034241
2020-11-20,128,Laugenstangen,1.0,0.0,51.0,Gemischte Brötchen,one,54.6368179321
2020-11-21,128,Laugenstangen,1.0,6.0,70.0,Gemischte Brötchen,one,71.0261993408
2020-11-23,128,Laugenstangen,1.0,20.0,41.0,Gemischte Brötchen,one,50.139339447
2020-11-24,102,Schnittbrötchen,0.36,31.0,299.0,Ebbis und Schnittbrötchen,one,330.7680969238
2020-11-25,102,Schnittbrötchen,0.36,54.0,319.0,Ebbis und Schnittbrötchen,one,372.8397216797
2020-11-26,102,Schnittbrötchen,0.36,6.0,366.0,Ebbis und Schnittbrötchen,one,380.3094177246
2020-11-27,102,Schnittbrötchen,0.36,0.0,429.0,Ebbis und Schnittbrötchen,one,485.7491149902
2020-11-24,121,Mehrkornbrötchen,0.7,10.0,74.0,Gemischte Brötchen,one,72.9463729858
2020-11-25,121,Mehrkornbrötchen,0.7,21.0,64.0,Gemischte Brötchen,one,76.7080459595
2020-11-26,121,Mehrkornbrötchen,0.7,31.0,89.0,Gemischte Brötchen,one,81.84409332279999
2020-11-27,121,Mehrkornbrötchen,0.7,0.0,109.0,Gemischte Brötchen,one,101.0316619873
2020-11-24,101,Ebbi,0.4,140.0,233.0,Ebbis und Schnittbrötchen,one,293.4122619629
2020-11-25,101,Ebbi,0.4,0.0,335.0,Ebbis und Schnittbrötchen,one,337.4873352051
2020-11-26,101,Ebbi,0.4,23.0,310.0,Ebbis und Schnittbrötchen,one,336.5938110352
2020-11-27,101,Ebbi,0.4,46.0,408.0,Ebbis und Schnittbrötchen,one,428.3060913086
2020-11-24,268,Der Ebbing - MK Brot,3.4,0.0,20.0,Brote,one,26.876127243000003
2020-11-25,268,Der Ebbing - MK Brot,3.4,0.0,25.0,Brote,one,30.2431430817
2020-11-26,268,Der Ebbing - MK Brot,3.4,7.0,25.0,Brote,one,27.7910442352
2020-11-27,268,Der Ebbing - MK Brot,3.4,0.5,24.5,Brote,one,29.454229354899997
2020-11-24,128,Laugenstangen,1.0,0.0,50.0,Gemischte Brötchen,one,45.1397590637
2020-11-25,128,Laugenstangen,1.0,9.0,53.0,Gemischte Brötchen,one,50.1130867004
2020-11-26,128,Laugenstangen,1.0,0.0,39.0,Gemischte Brötchen,one,48.2690200806
2020-11-27,128,Laugenstangen,1.0,11.0,46.0,Gemischte Brötchen,one,54.517570495600005
2020-11-28,102,Schnittbrötchen,0.36,0.0,720.0,Ebbis und Schnittbrötchen,one,663.5900268555
2020-11-30,102,Schnittbrötchen,0.36,4.0,337.5,Ebbis und Schnittbrötchen,one,336.5115966797
2020-12-01,102,Schnittbrötchen,0.36,53.0,323.0,Ebbis und Schnittbrötchen,one,323.8657836914
2020-11-28,121,Mehrkornbrötchen,0.7,0.0,155.0,Gemischte Brötchen,one,151.4048461914
2020-11-30,121,Mehrkornbrötchen,0.7,0.0,65.0,Gemischte Brötchen,one,81.2513122559
2020-12-01,121,Mehrkornbrötchen,0.7,0.0,83.0,Gemischte Brötchen,one,75.3646316528
2020-11-28,101,Ebbi,0.4,5.0,550.0,Ebbis und Schnittbrötchen,one,573.7808227539
2020-11-30,101,Ebbi,0.4,84.0,283.0,Ebbis und Schnittbrötchen,one,307.441986084
2020-12-01,101,Ebbi,0.4,15.0,286.0,Ebbis und Schnittbrötchen,one,303.5485534668
2020-11-28,268,Der Ebbing - MK Brot,3.4,0.0,36.0,Brote,one,33.7824363708
2020-11-30,268,Der Ebbing - MK Brot,3.4,0.0,25.0,Brote,one,31.6455497742
2020-12-01,268,Der Ebbing - MK Brot,3.4,0.0,19.0,Brote,one,24.319206237800003
2020-11-28,128,Laugenstangen,1.0,0.0,90.0,Gemischte Brötchen,one,65.3984680176
2020-11-30,128,Laugenstangen,1.0,3.0,48.0,Gemischte Brötchen,one,49.929885864300005
2020-12-01,128,Laugenstangen,1.0,0.0,45.0,Gemischte Brötchen,one,48.85962677
2020-12-02,102,Schnittbrötchen,0.36,0.0,332.0,Ebbis und Schnittbrötchen,one,352.52044677730004
2020-12-03,102,Schnittbrötchen,0.36,0.0,384.0,Ebbis und Schnittbrötchen,one,391.8200378418
2020-12-04,102,Schnittbrötchen,0.36,89.0,447.0,Ebbis und Schnittbrötchen,one,457.6065673828
2020-12-05,102,Schnittbrötchen,0.36,9.0,728.0,Ebbis und Schnittbrötchen,one,723.5112304688
2020-12-02,121,Mehrkornbrötchen,0.7,0.0,67.0,Gemischte Brötchen,one,75.577835083
2020-12-03,121,Mehrkornbrötchen,0.7,51.0,76.0,Gemischte Brötchen,one,85.3407211304
2020-12-04,121,Mehrkornbrötchen,0.7,27.0,88.0,Gemischte Brötchen,one,101.3637695312
2020-12-05,121,Mehrkornbrötchen,0.7,18.0,167.0,Gemischte Brötchen,one,162.7431488037
2020-12-02,101,Ebbi,0.4,1.0,280.0,Ebbis und Schnittbrötchen,one,331.4348449707
2020-12-03,101,Ebbi,0.4,12.0,312.0,Ebbis und Schnittbrötchen,one,346.4628601074
2020-12-04,101,Ebbi,0.4,36.0,392.0,Ebbis und Schnittbrötchen,one,425.9274291992
2020-12-05,101,Ebbi,0.4,31.0,623.0,Ebbis und Schnittbrötchen,one,619.8651733398
2020-12-02,268,Der Ebbing - MK Brot,3.4,0.0,24.0,Brote,one,26.276063919099997
2020-12-03,268,Der Ebbing - MK Brot,3.4,1.5,31.5,Brote,one,27.743587493899998
2020-12-04,268,Der Ebbing - MK Brot,3.4,0.0,28.0,Brote,one,26.8734664917
2020-12-05,268,Der Ebbing - MK Brot,3.4,0.5,37.5,Brote,one,38.2874336243
2020-12-02,128,Laugenstangen,1.0,0.0,40.0,Gemischte Brötchen,one,52.6803894043
2020-12-03,128,Laugenstangen,1.0,9.0,44.0,Gemischte Brötchen,one,52.036472320600005
2020-12-04,128,Laugenstangen,1.0,0.0,56.0,Gemischte Brötchen,one,55.1925926208
2020-12-05,128,Laugenstangen,1.0,14.0,81.0,Gemischte Brötchen,one,81.01485443119999
2020-12-07,102,Schnittbrötchen,0.36,13.0,369.0,Ebbis und Schnittbrötchen,one,377.076751709
2020-12-08,102,Schnittbrötchen,0.36,0.0,294.0,Ebbis und Schnittbrötchen,one,314.2444763184
2020-12-09,102,Schnittbrötchen,0.36,3.5,413.0,Ebbis und Schnittbrötchen,one,341.2122802734
2020-12-07,121,Mehrkornbrötchen,0.7,25.0,55.0,Gemischte Brötchen,one,79.3493041992
2020-12-08,121,Mehrkornbrötchen,0.7,42.0,68.0,Gemischte Brötchen,one,72.1340560913
2020-12-09,121,Mehrkornbrötchen,0.7,0.0,79.0,Gemischte Brötchen,one,77.64484405520001
2020-12-07,101,Ebbi,0.4,54.0,327.0,Ebbis und Schnittbrötchen,one,342.2234191895
2020-12-08,101,Ebbi,0.4,0.0,283.0,Ebbis und Schnittbrötchen,one,283.2941894531
2020-12-09,101,Ebbi,0.4,0.0,334.0,Ebbis und Schnittbrötchen,one,317.6886291504
2020-12-07,268,Der Ebbing - MK Brot,3.4,0.0,31.5,Brote,one,29.610536575300003
2020-12-08,268,Der Ebbing - MK Brot,3.4,0.0,28.0,Brote,one,26.154214859
2020-12-09,268,Der Ebbing - MK Brot,3.4,1.0,31.5,Brote,one,28.3464164734
2020-12-07,128,Laugenstangen,1.0,0.0,49.0,Gemischte Brötchen,one,48.5154800415
2020-12-08,128,Laugenstangen,1.0,17.0,32.0,Gemischte Brötchen,one,45.4864234924
2020-12-09,128,Laugenstangen,1.0,0.0,50.0,Gemischte Brötchen,one,50.2296676636
2020-12-10,102,Schnittbrötchen,0.36,0.0,361.0,Ebbis und Schnittbrötchen,one,361.828704834
2020-12-11,102,Schnittbrötchen,0.36,0.0,470.0,Ebbis und Schnittbrötchen,one,445.5709228516
2020-12-12,102,Schnittbrötchen,0.36,0.0,733.0,Ebbis und Schnittbrötchen,one,702.0543823242
2020-12-10,121,Mehrkornbrötchen,0.7,0.0,67.0,Gemischte Brötchen,one,79.7222137451
2020-12-11,121,Mehrkornbrötchen,0.7,0.0,84.0,Gemischte Brötchen,one,94.9667739868
2020-12-12,121,Mehrkornbrötchen,0.7,0.0,158.0,Gemischte Brötchen,one,161.0865020752
2020-12-10,101,Ebbi,0.4,0.0,271.0,Ebbis und Schnittbrötchen,one,334.9794006348
2020-12-11,101,Ebbi,0.4,0.0,397.0,Ebbis und Schnittbrötchen,one,400.4472961426
2020-12-12,101,Ebbi,0.4,121.0,577.0,Ebbis und Schnittbrötchen,one,601.1700439453
2020-12-10,268,Der Ebbing - MK Brot,3.4,0.0,29.0,Brote,one,29.2720603943
2020-12-11,268,Der Ebbing - MK Brot,3.4,1.0,31.0,Brote,one,26.6893615723
2020-12-12,268,Der Ebbing - MK Brot,3.4,2.5,38.0,Brote,one,34.9676475525
2020-12-10,128,Laugenstangen,1.0,0.0,42.0,Gemischte Brötchen,one,50.6868743896
2020-12-11,128,Laugenstangen,1.0,18.0,45.0,Gemischte Brötchen,one,55.6971931458
2020-12-12,128,Laugenstangen,1.0,0.0,85.0,Gemischte Brötchen,one,72.27322387699999
2020-12-14,102,Schnittbrötchen,0.36,10.0,384.0,Ebbis und Schnittbrötchen,one,375.9900817871
2020-12-15,102,Schnittbrötchen,0.36,38.0,360.0,Ebbis und Schnittbrötchen,one,388.1558532715
2020-12-16,102,Schnittbrötchen,0.36,0.0,250.0,Ebbis und Schnittbrötchen,one,414.07388305660004
2020-12-17,102,Schnittbrötchen,0.36,0.0,418.0,Ebbis und Schnittbrötchen,one,419.5738220215
2020-12-14,121,Mehrkornbrötchen,0.7,7.0,79.0,Gemischte Brötchen,one,84.8043823242
2020-12-15,121,Mehrkornbrötchen,0.7,0.0,93.0,Gemischte Brötchen,one,75.71840667720001
2020-12-16,121,Mehrkornbrötchen,0.7,32.0,101.0,Gemischte Brötchen,one,87.8119659424
2020-12-17,121,Mehrkornbrötchen,0.7,0.0,109.0,Gemischte Brötchen,one,89.2565307617
2020-12-14,101,Ebbi,0.4,72.0,351.0,Ebbis und Schnittbrötchen,one,340.2425231934
2020-12-15,101,Ebbi,0.4,25.0,308.0,Ebbis und Schnittbrötchen,one,326.4422302246
2020-12-16,101,Ebbi,0.4,0.0,334.0,Ebbis und Schnittbrötchen,one,337.6009216309
2020-12-17,101,Ebbi,0.4,0.0,299.0,Ebbis und Schnittbrötchen,one,365.67599487300004
2020-12-14,268,Der Ebbing - MK Brot,3.4,0.5,39.0,Brote,one,33.8950958252
2020-12-15,268,Der Ebbing - MK Brot,3.4,15.5,24.5,Brote,one,27.328363418600002
2020-12-16,268,Der Ebbing - MK Brot,3.4,3.5,31.0,Brote,one,30.3891181946
2020-12-17,268,Der Ebbing - MK Brot,3.4,1.0,35.0,Brote,one,29.105983734099997
2020-12-14,128,Laugenstangen,1.0,11.0,42.0,Gemischte Brötchen,one,48.430717468299996
2020-12-15,128,Laugenstangen,1.0,0.0,41.0,Gemischte Brötchen,one,43.1605377197
2020-12-16,128,Laugenstangen,1.0,27.0,35.0,Gemischte Brötchen,one,45.8112220764
2020-12-17,128,Laugenstangen,1.0,0.0,43.0,Gemischte Brötchen,one,48.8479576111
2020-12-18,102,Schnittbrötchen,0.36,0.0,474.0,Ebbis und Schnittbrötchen,one,505.45220947269996
2020-12-19,102,Schnittbrötchen,0.36,32.0,671.0,Ebbis und Schnittbrötchen,one,698.0395507812
2020-12-21,102,Schnittbrötchen,0.36,137.0,404.0,Ebbis und Schnittbrötchen,one,490.6262512207
2020-12-18,121,Mehrkornbrötchen,0.7,0.0,128.0,Gemischte Brötchen,one,108.48371887209998
2020-12-19,121,Mehrkornbrötchen,0.7,1.0,189.0,Gemischte Brötchen,one,169.92738342290002
2020-12-21,121,Mehrkornbrötchen,0.7,0.0,101.0,Gemischte Brötchen,one,105.1235351562
2020-12-18,101,Ebbi,0.4,0.0,375.0,Ebbis und Schnittbrötchen,one,440.1057128906
2020-12-19,101,Ebbi,0.4,169.0,499.0,Ebbis und Schnittbrötchen,one,624.2233886719
2020-12-21,101,Ebbi,0.4,2.0,405.0,Ebbis und Schnittbrötchen,one,407.53256225589996
2020-12-18,268,Der Ebbing - MK Brot,3.4,12.0,20.0,Brote,one,29.3652763367
2020-12-19,268,Der Ebbing - MK Brot,3.4,14.0,26.0,Brote,one,38.7954101562
2020-12-21,268,Der Ebbing - MK Brot,3.4,0.0,28.0,Brote,one,37.9442024231
2020-12-18,128,Laugenstangen,1.0,0.0,41.0,Gemischte Brötchen,one,49.4702796936
2020-12-19,128,Laugenstangen,1.0,14.0,77.0,Gemischte Brötchen,one,71.6468505859
2020-12-21,128,Laugenstangen,1.0,5.0,52.0,Gemischte Brötchen,one,51.40448379520001
2020-12-22,102,Schnittbrötchen,0.36,275.0,455.0,Ebbis und Schnittbrötchen,one,475.5777282715
2020-12-23,102,Schnittbrötchen,0.36,230.0,717.0,Ebbis und Schnittbrötchen,one,636.4736938477
2020-12-24,102,Schnittbrötchen,0.36,497.0,603.0,Ebbis und Schnittbrötchen,one,682.2538452148
2020-12-22,121,Mehrkornbrötchen,0.7,0.0,140.0,Gemischte Brötchen,one,102.6321640015
2020-12-23,121,Mehrkornbrötchen,0.7,0.0,200.0,Gemischte Brötchen,one,151.8591766357
2020-12-24,121,Mehrkornbrötchen,0.7,2.0,205.0,Gemischte Brötchen,one,166.2719268799
2020-12-22,101,Ebbi,0.4,119.0,365.0,Ebbis und Schnittbrötchen,one,355.7652282715
2020-12-23,101,Ebbi,0.4,12.0,635.0,Ebbis und Schnittbrötchen,one,475.7559509277
2020-12-24,101,Ebbi,0.4,2.0,382.0,Ebbis und Schnittbrötchen,one,516.7829589844
2020-12-22,268,Der Ebbing - MK Brot,3.4,16.0,26.5,Brote,one,28.085441589400002
2020-12-23,268,Der Ebbing - MK Brot,3.4,0.0,36.0,Brote,one,32.2027511597
2020-12-24,268,Der Ebbing - MK Brot,3.4,4.5,24.0,Brote,one,25.955366134600002
2020-12-22,128,Laugenstangen,1.0,1.0,51.0,Gemischte Brötchen,one,51.3403015137
2020-12-23,128,Laugenstangen,1.0,9.0,42.0,Gemischte Brötchen,one,52.577793121300004
2020-12-24,128,Laugenstangen,1.0,13.0,44.0,Gemischte Brötchen,one,58.084197998
2020-12-28,102,Schnittbrötchen,0.36,230.0,517.0,Ebbis und Schnittbrötchen,one,501.947845459
2020-12-29,102,Schnittbrötchen,0.36,158.0,465.0,Ebbis und Schnittbrötchen,one,489.866027832
2020-12-28,121,Mehrkornbrötchen,0.7,7.0,144.0,Gemischte Brötchen,one,133.5729980469
2020-12-29,121,Mehrkornbrötchen,0.7,0.0,141.0,Gemischte Brötchen,one,131.7033691406
2020-12-28,101,Ebbi,0.4,174.0,367.0,Ebbis und Schnittbrötchen,one,432.6493835449
2020-12-29,101,Ebbi,0.4,41.0,400.0,Ebbis und Schnittbrötchen,one,396.0818481445
2020-12-28,268,Der Ebbing - MK Brot,3.4,0.0,32.0,Brote,one,29.8141021729
2020-12-29,268,Der Ebbing - MK Brot,3.4,5.0,27.5,Brote,one,24.083625793499998
2020-12-28,128,Laugenstangen,1.0,3.0,48.0,Gemischte Brötchen,one,53.667278289799995
2020-12-29,128,Laugenstangen,1.0,1.0,66.0,Gemischte Brötchen,one,49.635478973400005
2020-12-30,102,Schnittbrötchen,0.36,296.0,562.0,Ebbis und Schnittbrötchen,one,525.2003173828
2020-12-31,102,Schnittbrötchen,0.36,55.0,611.0,Ebbis und Schnittbrötchen,one,667.4437866211
2021-01-02,102,Schnittbrötchen,0.36,273.0,557.0,Ebbis und Schnittbrötchen,one,575.1901245117
2020-12-30,121,Mehrkornbrötchen,0.7,0.0,170.0,Gemischte Brötchen,one,170.6174468994
2020-12-31,121,Mehrkornbrötchen,0.7,48.0,167.0,Gemischte Brötchen,one,180.5198059082
2021-01-02,121,Mehrkornbrötchen,0.7,22.0,181.0,Gemischte Brötchen,one,162.9770965576
2020-12-30,101,Ebbi,0.4,122.0,440.0,Ebbis und Schnittbrötchen,one,510.0017700195
2020-12-31,101,Ebbi,0.4,29.0,464.0,Ebbis und Schnittbrötchen,one,501.5449523926
2021-01-02,101,Ebbi,0.4,330.0,342.0,Ebbis und Schnittbrötchen,one,391.4411315918
2020-12-30,268,Der Ebbing - MK Brot,3.4,0.5,27.0,Brote,one,30.672813415500002
2020-12-31,268,Der Ebbing - MK Brot,3.4,7.0,26.0,Brote,one,27.038854599
2021-01-02,268,Der Ebbing - MK Brot,3.4,0.0,31.5,Brote,one,30.1823692322
2020-12-30,128,Laugenstangen,1.0,12.0,53.0,Gemischte Brötchen,one,54.4473495483
2020-12-31,128,Laugenstangen,1.0,2.0,45.0,Gemischte Brötchen,one,48.729309082
2021-01-02,128,Laugenstangen,1.0,2.0,81.0,Gemischte Brötchen,one,71.8792648315
2021-01-04,102,Schnittbrötchen,0.36,242.0,309.0,Ebbis und Schnittbrötchen,one,349.6536254883
2021-01-05,102,Schnittbrötchen,0.36,88.0,297.0,Ebbis und Schnittbrötchen,one,322.986114502
2021-01-06,102,Schnittbrötchen,0.36,0.0,308.0,Ebbis und Schnittbrötchen,one,334.1317749023
2021-01-04,121,Mehrkornbrötchen,0.7,10.0,113.0,Gemischte Brötchen,one,99.39200592040001
2021-01-05,121,Mehrkornbrötchen,0.7,26.0,106.0,Gemischte Brötchen,one,99.3694839478
